Year,Country,Survey,Age,EDHIW,perc,Head.or.Spouse_EDHIW,perc_spouse
1985,AU,AU85,Under 15 years,17508,87.72,*,-
1985,AU,AU85,15 to 19 years,23227,116.37,17571,88.04
1985,AU,AU85,20 to 24 years,26171,131.12,20573,103.08
1985,AU,AU85,25 to 29 years,23559,118.04,21305,106.74
1985,AU,AU85,30 to 34 years,20731,103.87,19840,99.40
1985,AU,AU85,35 to 39 years,21020,105.32,20524,102.83
1985,AU,AU85,40 to 44 years,23268,116.58,23126,115.87
1985,AU,AU85,45 to 49 years,24993,125.22,25134,125.93
1985,AU,AU85,50 to 54 years,26033,130.43,26609,133.32
1985,AU,AU85,55 to 59 years,23086,115.67,23549,117.99
1985,AU,AU85,60 to 64 years,16653,83.44,17814,89.25
1985,AU,AU85,65 to 69 years,12721,63.74,13287,66.57
1985,AU,AU85,70 to 74 years,11652,58.38,12243,61.34
1985,AU,AU85,75 to 79 years,11915,59.70,12841,64.34
1985,AU,AU85,TOTAL,19959,,20652,103.47
1989,AU,AU89,Under 15 years,17296,85.82,*,-
1989,AU,AU89,15 to 19 years,22184,110.08,17816,88.40
1989,AU,AU89,20 to 24 years,27409,136.00,24816,123.14
1989,AU,AU89,25 to 29 years,25016,124.13,22983,114.04
1989,AU,AU89,30 to 34 years,20682,102.62,19577,97.14
1989,AU,AU89,35 to 39 years,21024,104.32,20397,101.21
1989,AU,AU89,40 to 44 years,23263,115.43,23186,115.05
1989,AU,AU89,45 to 49 years,26047,129.25,26611,132.04
1989,AU,AU89,50 to 54 years,25782,127.93,26582,131.90
1989,AU,AU89,55 to 59 years,22142,109.87,23472,116.47
1989,AU,AU89,60 to 64 years,17212,85.41,18335,90.98
1989,AU,AU89,65 to 69 years,13358,66.28,14181,70.37
1989,AU,AU89,70 to 74 years,12781,63.42,13318,66.08
1989,AU,AU89,75 to 79 years,11724,58.17,13093,64.97
1989,AU,AU89,TOTAL,20153,,21126,104.83
1995,AU,AU95,Under 15 years,15922,85.81,*,-
1995,AU,AU95,15 to 19 years,20716,111.64,11962,64.46
1995,AU,AU95,20 to 24 years,25764,138.84,21568,116.23
1995,AU,AU95,25 to 29 years,24071,129.72,21968,118.39
1995,AU,AU95,30 to 34 years,19467,104.91,18504,99.72
1995,AU,AU95,35 to 39 years,18634,100.42,18192,98.04
1995,AU,AU95,40 to 44 years,21439,115.54,21106,113.74
1995,AU,AU95,45 to 49 years,23761,128.05,24161,130.21
1995,AU,AU95,50 to 54 years,23787,128.19,24907,134.23
1995,AU,AU95,55 to 59 years,19415,104.63,20465,110.29
1995,AU,AU95,60 to 64 years,13397,72.20,14648,78.94
1995,AU,AU95,65 to 69 years,12856,69.28,13728,73.98
1995,AU,AU95,70 to 74 years,12035,64.86,12882,69.42
1995,AU,AU95,75 to 79 years,10722,57.78,12109,65.26
1995,AU,AU95,TOTAL,18556,,19065,102.74
2001,AU,AU01,Under 15 years,17858,85.90,*,-
2001,AU,AU01,15 to 19 years,23510,113.09,19397,93.30
2001,AU,AU01,20 to 24 years,26413,127.05,22347,107.49
2001,AU,AU01,25 to 29 years,27348,131.55,25873,124.46
2001,AU,AU01,30 to 34 years,23037,110.81,22120,106.40
2001,AU,AU01,35 to 39 years,21000,101.01,20494,98.58
2001,AU,AU01,40 to 44 years,23785,114.41,23542,113.24
2001,AU,AU01,45 to 49 years,25981,124.97,26739,128.62
2001,AU,AU01,50 to 54 years,25649,123.38,27137,130.54
2001,AU,AU01,55 to 59 years,21866,105.18,23725,114.12
2001,AU,AU01,60 to 64 years,16832,80.97,18148,87.30
2001,AU,AU01,65 to 69 years,13754,66.16,14372,69.13
2001,AU,AU01,70 to 74 years,12440,59.84,13241,63.69
2001,AU,AU01,75 to 79 years,12696,61.07,14203,68.32
2001,AU,AU01,TOTAL,20789,,21834,105.03
2003,AU,AU03,Under 15 years,18274,86.73,*,-
2003,AU,AU03,15 to 19 years,23451,111.30,18263,86.67
2003,AU,AU03,20 to 24 years,27239,129.27,22927,108.81
2003,AU,AU03,25 to 29 years,26856,127.45,25441,120.74
2003,AU,AU03,30 to 34 years,23665,112.31,22715,107.80
2003,AU,AU03,35 to 39 years,21245,100.83,20924,99.30
2003,AU,AU03,40 to 44 years,22776,108.09,22627,107.38
2003,AU,AU03,45 to 49 years,27086,128.55,27563,130.81
2003,AU,AU03,50 to 54 years,27698,131.45,28833,136.84
2003,AU,AU03,55 to 59 years,23708,112.51,24957,118.44
2003,AU,AU03,60 to 64 years,17173,81.50,18819,89.31
2003,AU,AU03,65 to 69 years,14734,69.93,15325,72.73
2003,AU,AU03,70 to 74 years,13024,61.81,13993,66.41
2003,AU,AU03,75 to 79 years,12893,61.19,14144,67.13
2003,AU,AU03,TOTAL,21071,,22170,105.22
2008,AU,AU08,Under 15 years,25020,87.45,*,-
2008,AU,AU08,15 to 19 years,30295,105.89,29961,104.73
2008,AU,AU08,20 to 24 years,35637,124.57,33445,116.90
2008,AU,AU08,25 to 29 years,36595,127.91,35274,123.30
2008,AU,AU08,30 to 34 years,30905,108.03,30372,106.16
2008,AU,AU08,35 to 39 years,31001,108.36,30777,107.58
2008,AU,AU08,40 to 44 years,31146,108.87,31460,109.97
2008,AU,AU08,45 to 49 years,33382,116.68,34416,120.30
2008,AU,AU08,50 to 54 years,34825,121.73,36601,127.94
2008,AU,AU08,55 to 59 years,31499,110.10,32751,114.48
2008,AU,AU08,60 to 64 years,24180,84.52,25774,90.09
2008,AU,AU08,65 to 69 years,19407,67.84,20306,70.98
2008,AU,AU08,70 to 74 years,16620,58.09,18816,65.77
2008,AU,AU08,75 to 79 years,15914,55.63,16515,57.73
2008,AU,AU08,80 years and over,15483,54.12,16855,58.92
2008,AU,AU08,TOTAL,28609,,30106,105.23
2010,AU,AU10,Under 15 years,24973,87.82,*,-
2010,AU,AU10,15 to 19 years,30069,105.75,25683,90.32
2010,AU,AU10,20 to 24 years,35677,125.47,32008,112.57
2010,AU,AU10,25 to 29 years,37625,132.32,36037,126.73
2010,AU,AU10,30 to 34 years,33620,118.23,32569,114.54
2010,AU,AU10,35 to 39 years,29801,104.80,29527,103.84
2010,AU,AU10,40 to 44 years,29400,103.39,29580,104.03
2010,AU,AU10,45 to 49 years,33114,116.46,34140,120.06
2010,AU,AU10,50 to 54 years,34210,120.31,36019,126.67
2010,AU,AU10,55 to 59 years,31703,111.49,34222,120.35
2010,AU,AU10,60 to 64 years,25892,91.06,27679,97.34
2010,AU,AU10,65 to 69 years,19631,69.04,20727,72.89
2010,AU,AU10,70 to 74 years,17179,60.41,17694,62.23
2010,AU,AU10,75 to 79 years,15792,55.54,16072,56.52
2010,AU,AU10,80 years and over,15607,54.89,17495,61.53
2010,AU,AU10,TOTAL,28435,,29808,104.83
1987,CA,CA87,Under 15 years,21598,88.13,*,-
1987,CA,CA87,15 to 19 years,25357,103.46,15479,63.16
1987,CA,CA87,20 to 24 years,25778,105.18,21588,88.09
1987,CA,CA87,25 to 29 years,25618,104.53,24131,98.46
1987,CA,CA87,30 to 34 years,24903,101.61,24421,99.65
1987,CA,CA87,35 to 39 years,25602,104.46,25308,103.26
1987,CA,CA87,40 to 44 years,27628,112.73,27860,113.68
1987,CA,CA87,45 to 49 years,29862,121.85,29910,122.04
1987,CA,CA87,50 to 54 years,29055,118.55,29360,119.80
1987,CA,CA87,55 to 59 years,28174,114.96,29283,119.48
1987,CA,CA87,60 to 64 years,24257,98.98,25229,102.94
1987,CA,CA87,65 to 69 years,21259,86.74,22212,90.63
1987,CA,CA87,70 to 74 years,18524,75.58,19411,79.20
1987,CA,CA87,75 to 79 years,16617,67.80,18611,75.94
1987,CA,CA87,80 years and over,16829,68.67,16868,68.83
1987,CA,CA87,TOTAL,24508,,25653,104.67
1991,CA,CA91,Under 15 years,21545,88.50,*,-
1991,CA,CA91,15 to 19 years,24821,101.96,11526,47.34
1991,CA,CA91,20 to 24 years,26173,107.51,20395,83.77
1991,CA,CA91,25 to 29 years,25561,104.99,24191,99.37
1991,CA,CA91,30 to 34 years,24147,99.19,23383,96.05
1991,CA,CA91,35 to 39 years,25195,103.49,25037,102.84
1991,CA,CA91,40 to 44 years,26749,109.87,26616,109.33
1991,CA,CA91,45 to 49 years,30043,123.41,30190,124.01
1991,CA,CA91,50 to 54 years,30336,124.61,31067,127.61
1991,CA,CA91,55 to 59 years,28447,116.85,29360,120.60
1991,CA,CA91,60 to 64 years,23062,94.73,24201,99.41
1991,CA,CA91,65 to 69 years,21744,89.32,22453,92.23
1991,CA,CA91,70 to 74 years,20007,82.18,20721,85.11
1991,CA,CA91,75 to 79 years,19049,78.25,19999,82.15
1991,CA,CA91,80 years and over,16422,67.46,18939,77.79
1991,CA,CA91,TOTAL,24345,,25410,104.37
1994,CA,CA94,Under 15 years,21479,88.18,*,-
1994,CA,CA94,15 to 19 years,24698,101.40,12410,50.95
1994,CA,CA94,20 to 24 years,24975,102.53,19159,78.66
1994,CA,CA94,25 to 29 years,26092,107.12,24893,102.20
1994,CA,CA94,30 to 34 years,25326,103.97,24626,101.10
1994,CA,CA94,35 to 39 years,24906,102.25,24549,100.78
1994,CA,CA94,40 to 44 years,27019,110.92,27156,111.49
1994,CA,CA94,45 to 49 years,29817,122.41,30351,124.60
1994,CA,CA94,50 to 54 years,30803,126.46,31506,129.35
1994,CA,CA94,55 to 59 years,27291,112.04,28567,117.28
1994,CA,CA94,60 to 64 years,23109,94.87,24086,98.88
1994,CA,CA94,65 to 69 years,22025,90.42,23060,94.67
1994,CA,CA94,70 to 74 years,20243,83.11,22107,90.76
1994,CA,CA94,75 to 79 years,18618,76.43,20224,83.03
1994,CA,CA94,80 years and over,16884,69.32,18528,76.07
1994,CA,CA94,TOTAL,24358,,25599,105.09
1997,CA,CA97,Under 15 years,21493,88.49,*,-
1997,CA,CA97,15 to 19 years,24113,99.28,12730,52.41
1997,CA,CA97,20 to 24 years,25113,103.40,19364,79.73
1997,CA,CA97,25 to 29 years,26522,109.20,24742,101.87
1997,CA,CA97,30 to 34 years,25354,104.39,24736,101.84
1997,CA,CA97,35 to 39 years,24614,101.34,24251,99.85
1997,CA,CA97,40 to 44 years,26728,110.05,26733,110.07
1997,CA,CA97,45 to 49 years,28727,118.28,29303,120.65
1997,CA,CA97,50 to 54 years,29963,123.37,31304,128.89
1997,CA,CA97,55 to 59 years,26880,110.67,28100,115.69
1997,CA,CA97,60 to 64 years,22994,94.67,24077,99.13
1997,CA,CA97,65 to 69 years,21332,87.83,22534,92.78
1997,CA,CA97,70 to 74 years,20715,85.29,21985,90.52
1997,CA,CA97,75 to 79 years,19919,82.01,22294,91.79
1997,CA,CA97,80 years and over,17477,71.96,19644,80.88
1997,CA,CA97,TOTAL,24288,,25479,104.90
1998,CA,CA98,15 to 19 years,25122,101.43,11416,46.09
1998,CA,CA98,20 to 24 years,24822,100.22,17681,71.39
1998,CA,CA98,25 to 29 years,25571,103.24,24163,97.56
1998,CA,CA98,30 to 34 years,25601,103.36,25225,101.85
1998,CA,CA98,35 to 39 years,25663,103.61,25560,103.20
1998,CA,CA98,40 to 44 years,26815,108.26,27238,109.97
1998,CA,CA98,45 to 49 years,29380,118.62,30770,124.23
1998,CA,CA98,50 to 54 years,30515,123.20,32477,131.12
1998,CA,CA98,55 to 59 years,26699,107.80,28420,114.74
1998,CA,CA98,60 to 64 years,22782,91.98,24173,97.60
1998,CA,CA98,65 to 69 years,22323,90.13,22323,90.13
1998,CA,CA98,70 to 74 years,21445,86.58,21846,88.20
1998,CA,CA98,75 to 79 years,20665,83.43,21647,87.40
1998,CA,CA98,80 years and over,17987,72.62,19288,77.87
1998,CA,CA98,TOTAL,24768,,26060,105.22
2000,CA,CA00,Under 15 years,21637,88.18,*,-
2000,CA,CA00,15 to 19 years,25030,102.01,14189,57.82
2000,CA,CA00,20 to 24 years,25424,103.61,18582,75.73
2000,CA,CA00,25 to 29 years,25345,103.29,23873,97.29
2000,CA,CA00,30 to 34 years,25530,104.04,25030,102.01
2000,CA,CA00,35 to 39 years,25132,102.42,25127,102.40
2000,CA,CA00,40 to 44 years,26275,107.08,26832,109.35
2000,CA,CA00,45 to 49 years,28483,116.08,29682,120.96
2000,CA,CA00,50 to 54 years,30102,122.68,31875,129.90
2000,CA,CA00,55 to 59 years,27762,113.14,30117,122.74
2000,CA,CA00,60 to 64 years,23180,94.47,24342,99.20
2000,CA,CA00,65 to 69 years,23528,95.88,24031,97.93
2000,CA,CA00,70 to 74 years,21742,88.61,21811,88.89
2000,CA,CA00,75 to 79 years,21310,86.84,22931,93.45
2000,CA,CA00,80 years and over,18955,77.25,20822,84.86
2000,CA,CA00,TOTAL,24538,,25923,105.64
2004,CA,CA04,Under 15 years,22954,87.62,*,-
2004,CA,CA04,15 to 19 years,25702,98.11,14573,55.63
2004,CA,CA04,20 to 24 years,25602,97.73,18632,71.12
2004,CA,CA04,25 to 29 years,27477,104.89,26783,102.24
2004,CA,CA04,30 to 34 years,27704,105.75,27480,104.90
2004,CA,CA04,35 to 39 years,26294,100.37,26164,99.87
2004,CA,CA04,40 to 44 years,28095,107.25,28593,109.15
2004,CA,CA04,45 to 49 years,30168,115.16,31733,121.13
2004,CA,CA04,50 to 54 years,31637,120.77,33428,127.60
2004,CA,CA04,55 to 59 years,28683,109.49,31277,119.39
2004,CA,CA04,60 to 64 years,26263,100.25,28318,108.10
2004,CA,CA04,65 to 69 years,24506,93.55,24859,94.89
2004,CA,CA04,70 to 74 years,24322,92.84,24893,95.02
2004,CA,CA04,75 to 79 years,22909,87.45,23157,88.40
2004,CA,CA04,80 years and over,20812,79.44,22690,86.61
2004,CA,CA04,TOTAL,26197,,27960,106.73
2007,CA,CA07,Under 15 years,25159,88.41,*,-
2007,CA,CA07,15 to 19 years,28502,100.16,18266,64.19
2007,CA,CA07,20 to 24 years,28035,98.52,21087,74.10
2007,CA,CA07,25 to 29 years,28190,99.06,27219,95.65
2007,CA,CA07,30 to 34 years,29483,103.61,28548,100.32
2007,CA,CA07,35 to 39 years,29644,104.17,29159,102.47
2007,CA,CA07,40 to 44 years,29661,104.23,30216,106.18
2007,CA,CA07,45 to 49 years,31280,109.92,33036,116.09
2007,CA,CA07,50 to 54 years,34598,121.58,37120,130.44
2007,CA,CA07,55 to 59 years,32088,112.76,35501,124.75
2007,CA,CA07,60 to 64 years,28913,101.60,31267,109.87
2007,CA,CA07,65 to 69 years,27576,96.90,28892,101.53
2007,CA,CA07,70 to 74 years,25315,88.96,26157,91.92
2007,CA,CA07,75 to 79 years,25363,89.13,26556,93.32
2007,CA,CA07,80 years and over,22894,80.45,25216,88.61
2007,CA,CA07,TOTAL,28457,,30161,105.99
2010,CA,CA10,Under 15 years,26319,89.52,*,-
2010,CA,CA10,15 to 19 years,29536,100.46,19285,65.59
2010,CA,CA10,20 to 24 years,28836,98.08,21480,73.06
2010,CA,CA10,25 to 29 years,29012,98.68,27875,94.81
2010,CA,CA10,30 to 34 years,31373,106.71,31466,107.02
2010,CA,CA10,35 to 39 years,30207,102.74,29958,101.89
2010,CA,CA10,40 to 44 years,31248,106.28,31464,107.02
2010,CA,CA10,45 to 49 years,32822,111.64,33995,115.63
2010,CA,CA10,50 to 54 years,33548,114.10,36267,123.35
2010,CA,CA10,55 to 59 years,33366,113.49,36227,123.22
2010,CA,CA10,60 to 64 years,28760,97.82,31262,106.33
2010,CA,CA10,65 to 69 years,27004,91.85,27715,94.27
2010,CA,CA10,70 to 74 years,26446,89.95,26469,90.03
2010,CA,CA10,75 to 79 years,25053,85.21,25586,87.02
2010,CA,CA10,80 years and over,23768,80.84,24988,84.99
2010,CA,CA10,TOTAL,29401,100.00,31078,105.70
1984,DE,DE84,Under 15 years,18998,88.45,*,-
1984,DE,DE84,15 to 19 years,22055,102.68,*,-
1984,DE,DE84,20 to 24 years,23102,107.55,18066,84.11
1984,DE,DE84,25 to 29 years,21464,99.93,20897,97.29
1984,DE,DE84,30 to 34 years,22370,104.14,21658,100.83
1984,DE,DE84,35 to 39 years,22074,102.77,21883,101.88
1984,DE,DE84,40 to 44 years,24830,115.60,24620,114.62
1984,DE,DE84,45 to 49 years,24379,113.50,24489,114.01
1984,DE,DE84,50 to 54 years,24885,115.85,25077,116.75
1984,DE,DE84,55 to 59 years,24006,111.76,24856,115.72
1984,DE,DE84,60 to 64 years,21028,97.90,22253,103.60
1984,DE,DE84,65 to 69 years,18285,85.13,19862,92.47
1984,DE,DE84,70 to 74 years,17166,79.92,18238,84.91
1984,DE,DE84,75 to 79 years,17009,79.19,17333,80.69
1984,DE,DE84,80 years and over,16586,77.22,18622,86.69
1984,DE,DE84,TOTAL,21480,,22340,104.00
1989,DE,DE89,Under 15 years,21721,89.98,*,-
1989,DE,DE89,15 to 19 years,24006,99.45,*,-
1989,DE,DE89,20 to 24 years,26331,109.08,23434,97.08
1989,DE,DE89,25 to 29 years,25650,106.26,24527,101.61
1989,DE,DE89,30 to 34 years,24812,102.79,23837,98.75
1989,DE,DE89,35 to 39 years,24645,102.10,24311,100.71
1989,DE,DE89,40 to 44 years,27409,113.55,27409,113.55
1989,DE,DE89,45 to 49 years,29803,123.46,30242,125.28
1989,DE,DE89,50 to 54 years,29441,121.96,29797,123.44
1989,DE,DE89,55 to 59 years,26838,111.18,28527,118.18
1989,DE,DE89,60 to 64 years,23649,97.97,24838,102.90
1989,DE,DE89,65 to 69 years,21420,88.74,22755,94.27
1989,DE,DE89,70 to 74 years,20001,82.86,21426,88.76
1989,DE,DE89,75 to 79 years,18893,78.27,20325,84.20
1989,DE,DE89,80 years and over,19161,79.38,22555,93.44
1989,DE,DE89,TOTAL,24139,,25563,105.90
1994,DE,DE94,Under 15 years,20746,88.01,*,-
1994,DE,DE94,15 to 19 years,24437,103.67,*,-
1994,DE,DE94,20 to 24 years,23865,101.24,20535,87.12
1994,DE,DE94,25 to 29 years,24667,104.65,24210,102.71
1994,DE,DE94,30 to 34 years,24153,102.46,23073,97.88
1994,DE,DE94,35 to 39 years,24507,103.97,23880,101.31
1994,DE,DE94,40 to 44 years,26232,111.28,26424,112.10
1994,DE,DE94,45 to 49 years,29327,124.41,29628,125.69
1994,DE,DE94,50 to 54 years,28940,122.77,29253,124.10
1994,DE,DE94,55 to 59 years,27150,115.18,28036,118.94
1994,DE,DE94,60 to 64 years,21923,93.00,22867,97.01
1994,DE,DE94,65 to 69 years,22362,94.87,23618,100.20
1994,DE,DE94,70 to 74 years,21283,90.29,22800,96.72
1994,DE,DE94,75 to 79 years,20251,85.91,22620,95.96
1994,DE,DE94,80 years and over,18735,79.48,19745,83.76
1994,DE,DE94,TOTAL,23572,,25266,107.19
2000,DE,DE00,Under 15 years,22986,90.55,*,-
2000,DE,DE00,15 to 19 years,25416,100.13,*,-
2000,DE,DE00,20 to 24 years,25015,98.55,19747,77.79
2000,DE,DE00,25 to 29 years,23621,93.05,22629,89.15
2000,DE,DE00,30 to 34 years,25295,99.65,25059,98.72
2000,DE,DE00,35 to 39 years,26031,102.55,25716,101.31
2000,DE,DE00,40 to 44 years,27997,110.29,28090,110.66
2000,DE,DE00,45 to 49 years,29934,117.92,30194,118.95
2000,DE,DE00,50 to 54 years,31252,123.12,31983,126.00
2000,DE,DE00,55 to 59 years,29613,116.66,31265,123.17
2000,DE,DE00,60 to 64 years,26120,102.90,27352,107.75
2000,DE,DE00,65 to 69 years,23457,92.41,24447,96.31
2000,DE,DE00,70 to 74 years,22137,87.21,23449,92.38
2000,DE,DE00,75 to 79 years,21526,84.80,23804,93.78
2000,DE,DE00,80 years and over,21211,83.56,24768,97.57
2000,DE,DE00,TOTAL,25384,,26888,105.92
2004,DE,DE04,Under 15 years,23401,92.26,*,-
2004,DE,DE04,15 to 19 years,24610,97.02,*,-
2004,DE,DE04,20 to 24 years,23715,93.49,18474,72.83
2004,DE,DE04,25 to 29 years,23240,91.62,21901,86.34
2004,DE,DE04,30 to 34 years,25791,101.68,25403,100.15
2004,DE,DE04,35 to 39 years,26102,102.91,25833,101.85
2004,DE,DE04,40 to 44 years,26920,106.13,26813,105.71
2004,DE,DE04,45 to 49 years,29229,115.23,30031,118.40
2004,DE,DE04,50 to 54 years,30605,120.66,31652,124.79
2004,DE,DE04,55 to 59 years,30161,118.91,31575,124.48
2004,DE,DE04,60 to 64 years,26665,105.13,28001,110.39
2004,DE,DE04,65 to 69 years,23814,93.89,24999,98.56
2004,DE,DE04,70 to 74 years,22284,87.85,23412,92.30
2004,DE,DE04,75 to 79 years,21445,84.55,22985,90.62
2004,DE,DE04,80 years and over,21187,83.53,24172,95.30
2004,DE,DE04,TOTAL,25365,,26759,105.50
2007,DE,DE07,Under 15 years,23090,92.77,*,-
2007,DE,DE07,15 to 19 years,23945,96.20,*,-
2007,DE,DE07,20 to 24 years,24087,96.77,18339,73.68
2007,DE,DE07,25 to 29 years,23208,93.24,22686,91.15
2007,DE,DE07,30 to 34 years,25252,101.45,24949,100.24
2007,DE,DE07,35 to 39 years,25957,104.29,25803,103.67
2007,DE,DE07,40 to 44 years,27354,109.90,27082,108.81
2007,DE,DE07,45 to 49 years,28587,114.85,29515,118.58
2007,DE,DE07,50 to 54 years,30469,122.41,31647,127.15
2007,DE,DE07,55 to 59 years,29641,119.09,30615,123.00
2007,DE,DE07,60 to 64 years,25870,103.94,27892,112.06
2007,DE,DE07,65 to 69 years,22953,92.22,24076,96.73
2007,DE,DE07,70 to 74 years,21275,85.48,22628,90.91
2007,DE,DE07,75 to 79 years,19758,79.38,20300,81.56
2007,DE,DE07,80 years and over,21374,85.87,24279,97.55
2007,DE,DE07,TOTAL,24890,,26479,106.38
2010,DE,DE10,Under 15 years,23575,94.72,*,-
2010,DE,DE10,15 to 19 years,25899,102.34,*,-
2010,DE,DE10,20 to 24 years,24211,95.67,17473,70.20
2010,DE,DE10,25 to 29 years,23945,94.62,23530,94.54
2010,DE,DE10,30 to 34 years,25472,100.65,26332,105.79
2010,DE,DE10,35 to 39 years,26044,102.91,25879,103.97
2010,DE,DE10,40 to 44 years,27872,110.14,28740,115.47
2010,DE,DE10,45 to 49 years,29606,116.99,31005,124.57
2010,DE,DE10,50 to 54 years,29332,115.90,31549,126.75
2010,DE,DE10,55 to 59 years,29113,115.04,30729,123.46
2010,DE,DE10,60 to 64 years,25289,99.93,27632,111.02
2010,DE,DE10,65 to 69 years,23851,94.25,24492,98.40
2010,DE,DE10,70 to 74 years,21590,85.31,23113,92.86
2010,DE,DE10,75 to 79 years,20030,79.15,22065,88.65
2010,DE,DE10,80 years and over,20148,79.61,22246,89.38
2010,DE,DE10,TOTAL,25307,,27327,109.79
1980,ES,ES80,Under 15 years,10711,95.26,*,-
1980,ES,ES80,15 to 19 years,11246,100.02,8798,78.25
1980,ES,ES80,20 to 24 years,13118,116.67,12161,108.16
1980,ES,ES80,25 to 29 years,13222,117.59,12833,114.13
1980,ES,ES80,30 to 34 years,12118,107.77,12031,107.00
1980,ES,ES80,35 to 39 years,11581,103.00,11469,102.00
1980,ES,ES80,40 to 44 years,11131,99.00,11070,98.45
1980,ES,ES80,45 to 49 years,11782,104.78,11820,105.12
1980,ES,ES80,50 to 54 years,12147,108.03,12143,108.00
1980,ES,ES80,55 to 59 years,11914,105.96,12118,107.77
1980,ES,ES80,60 to 64 years,10648,94.70,10614,94.40
1980,ES,ES80,65 to 69 years,9835,87.47,9490,84.40
1980,ES,ES80,70 to 74 years,9212,81.93,8017,71.30
1980,ES,ES80,75 to 79 years,8799,78.26,7420,65.99
1980,ES,ES80,80 years and over,9994,88.88,6730,59.85
1980,ES,ES80,TOTAL,11244,100.00,11251,100.06
1990,ES,ES90,Under 15 years,12466,90.24,*,-
1990,ES,ES90,15 to 19 years,13196,95.53,7903,57.21
1990,ES,ES90,20 to 24 years,15907,115.15,13259,95.98
1990,ES,ES90,25 to 29 years,16694,120.85,14057,101.76
1990,ES,ES90,30 to 34 years,14733,106.65,13871,100.41
1990,ES,ES90,35 to 39 years,13764,99.64,13453,97.39
1990,ES,ES90,40 to 44 years,13690,99.10,13552,98.10
1990,ES,ES90,45 to 49 years,14542,105.27,14531,105.19
1990,ES,ES90,50 to 54 years,15510,112.28,15669,113.43
1990,ES,ES90,55 to 59 years,15234,110.28,15405,111.52
1990,ES,ES90,60 to 64 years,13537,97.99,13650,98.81
1990,ES,ES90,65 to 69 years,12936,93.64,13101,94.84
1990,ES,ES90,70 to 74 years,11947,86.48,11616,84.09
1990,ES,ES90,75 to 79 years,11786,85.32,11273,81.61
1990,ES,ES90,80 years and over,12644,91.53,9934,71.91
1990,ES,ES90,TOTAL,13814,100.00,13772,99.70
1995,ES,ES95,Under 15 years,14368,93.80,*,-
1995,ES,ES95,15 to 19 years,14441,94.28,*,-
1995,ES,ES95,20 to 24 years,15967,104.24,13773,89.92
1995,ES,ES95,25 to 29 years,17977,117.37,16313,106.50
1995,ES,ES95,30 to 34 years,16578,108.23,15778,103.01
1995,ES,ES95,35 to 39 years,16475,107.56,16128,105.29
1995,ES,ES95,40 to 44 years,17330,113.14,17205,112.33
1995,ES,ES95,45 to 49 years,16863,110.09,16863,110.09
1995,ES,ES95,50 to 54 years,18262,119.23,18114,118.26
1995,ES,ES95,55 to 59 years,16285,106.32,16430,107.27
1995,ES,ES95,60 to 64 years,15047,98.24,15120,98.71
1995,ES,ES95,65 to 69 years,13041,85.14,13290,86.77
1995,ES,ES95,70 to 74 years,13117,85.64,13493,88.09
1995,ES,ES95,75 to 79 years,13028,85.06,13764,89.86
1995,ES,ES95,80 years and over,13028,85.06,12933,84.44
1995,ES,ES95,TOTAL,15317,100.00,15397,100.52
2000,ES,ES00,Under 15 years,16977,87.60,*,-
2000,ES,ES00,15 to 19 years,19445,100.33,*,-
2000,ES,ES00,20 to 24 years,22155,114.31,17961,92.67
2000,ES,ES00,25 to 29 years,22671,116.98,19842,102.38
2000,ES,ES00,30 to 34 years,22137,114.22,20741,107.02
2000,ES,ES00,35 to 39 years,19513,100.68,18411,95.00
2000,ES,ES00,40 to 44 years,19718,101.74,19760,101.96
2000,ES,ES00,45 to 49 years,23004,118.69,23145,119.42
2000,ES,ES00,50 to 54 years,22874,118.02,23403,120.75
2000,ES,ES00,55 to 59 years,22739,117.33,22974,118.54
2000,ES,ES00,60 to 64 years,18247,94.15,18708,96.53
2000,ES,ES00,65 to 69 years,16029,82.70,16757,86.46
2000,ES,ES00,70 to 74 years,14021,72.34,14697,75.83
2000,ES,ES00,75 to 79 years,13573,70.03,14281,73.69
